,Country,Year,source,target,value,real deaths
1352,Fiji,2015,Noncommunicable diseases,Malignant neoplasms,2.2222222222222228,0.7
1354,Fiji,2015,Noncommunicable diseases,Diabetes mellitus,4.761904761904763,1.5
1357,Fiji,2015,Noncommunicable diseases,Neurological conditions,0.31746031746031755,0.1
1358,Fiji,2015,Noncommunicable diseases,Cardiovascular diseases,7.301587301587302,2.3
1359,Fiji,2015,Noncommunicable diseases,Respiratory diseases,1.2698412698412702,0.4
1360,Fiji,2015,Noncommunicable diseases,Digestive diseases,0.6349206349206351,0.2
1363,Fiji,2015,Noncommunicable diseases,Congenital anomalies,0.31746031746031755,0.1
1365,Fiji,2015,Injuries,Unintentional injuries,0.9523809523809526,0.3
1366,Fiji,2015,Injuries,Intentional injuries,0.31746031746031755,0.1
1367,Finland,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.22900763358778625,0.6
1368,Finland,2015,All Causes,Noncommunicable diseases,18.66412213740458,48.9
1369,Finland,2015,All Causes,Injuries,1.1068702290076335,2.9
1370,Finland,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.1158301158301158,0.3
1371,Finland,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.1158301158301158,0.3
1375,Finland,2015,Noncommunicable diseases,Malignant neoplasms,4.749034749034749,12.3
1376,Finland,2015,Noncommunicable diseases,Other neoplasms,0.1158301158301158,0.3
1377,Finland,2015,Noncommunicable diseases,Diabetes mellitus,0.1158301158301158,0.3
1378,Finland,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.07722007722007722,0.2
1379,Finland,2015,Noncommunicable diseases,Mental and substance use disorders,0.34749034749034746,0.9
1380,Finland,2015,Noncommunicable diseases,Neurological conditions,4.015444015444015,10.4
1382,Finland,2015,Noncommunicable diseases,Cardiovascular diseases,7.5675675675675675,19.6
1383,Finland,2015,Noncommunicable diseases,Respiratory diseases,0.6563706563706563,1.7
1384,Finland,2015,Noncommunicable diseases,Digestive diseases,0.8880308880308878,2.3
1386,Finland,2015,Noncommunicable diseases,Musculoskeletal diseases,0.07722007722007722,0.2
1387,Finland,2015,Noncommunicable diseases,Congenital anomalies,0.07722007722007722,0.2
1390,Finland,2015,Injuries,Unintentional injuries,0.7722007722007721,2.0
1391,Finland,2015,Injuries,Intentional injuries,0.3088803088803089,0.8
1392,France,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.3145701046850866,38.3
1393,France,2015,All Causes,Noncommunicable diseases,17.36742749270637,506.0
1394,France,2015,All Causes,Injuries,1.3180024026085466,38.4
1395,France,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.4392129304286718,12.5
1396,France,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.685172171468728,19.5
1398,France,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.04919184820801124,1.4
1399,France,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.16865776528460996,4.8
1400,France,2015,Noncommunicable diseases,Malignant neoplasms,6.152494729444834,175.1
1401,France,2015,Noncommunicable diseases,Other neoplasms,0.28460997891777934,8.1
1402,France,2015,Noncommunicable diseases,Diabetes mellitus,0.3865073787772312,11.0
1403,France,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.2740688685874912,7.8
1404,France,2015,Noncommunicable diseases,Mental and substance use disorders,0.21082220660576245,6.0
1405,France,2015,Noncommunicable diseases,Neurological conditions,2.2663387210119463,64.5
1407,France,2015,Noncommunicable diseases,Cardiovascular diseases,5.33731553056922,151.9
1408,France,2015,Noncommunicable diseases,Respiratory diseases,1.1841180604356993,33.7
1409,France,2015,Noncommunicable diseases,Digestive diseases,0.910049191848208,25.9
1410,France,2015,Noncommunicable diseases,Skin diseases,0.05270555165144061,1.5
1411,France,2015,Noncommunicable diseases,Musculoskeletal diseases,0.16163035839775122,4.6
1412,France,2015,Noncommunicable diseases,Congenital anomalies,0.07027406886858749,2.0
1415,France,2015,Injuries,Unintentional injuries,0.9592410400562192,27.3
1416,France,2015,Injuries,Intentional injuries,0.39002108222066056,11.1
1417,Gabon,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",9.142857142857144,6.4
1418,Gabon,2015,All Causes,Noncommunicable diseases,9.142857142857144,6.4
1419,Gabon,2015,All Causes,Injuries,1.7142857142857142,1.2
1420,Gabon,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,5.970149253731343,4.0
1421,Gabon,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.4925373134328357,1.0
1422,Gabon,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.14925373134328357,0.1
1423,Gabon,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.7910447761194028,1.2
1424,Gabon,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.14925373134328357,0.1
1425,Gabon,2015,Noncommunicable diseases,Malignant neoplasms,1.3432835820895521,0.9
1427,Gabon,2015,Noncommunicable diseases,Diabetes mellitus,0.8955223880597014,0.6
1428,Gabon,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.14925373134328357,0.1
1430,Gabon,2015,Noncommunicable diseases,Neurological conditions,0.29850746268656714,0.2
1431,Gabon,2015,Noncommunicable diseases,Cardiovascular diseases,4.029850746268656,2.7
1432,Gabon,2015,Noncommunicable diseases,Respiratory diseases,0.4477611940298507,0.3
1433,Gabon,2015,Noncommunicable diseases,Digestive diseases,1.044776119402985,0.7
1436,Gabon,2015,Noncommunicable diseases,Congenital anomalies,0.4477611940298507,0.3
1438,Gabon,2015,Injuries,Unintentional injuries,1.1940298507462686,0.8
1439,Gabon,2015,Injuries,Intentional injuries,0.5970149253731343,0.4
1440,Gambia,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",10.869565217391305,7.5
1441,Gambia,2015,All Causes,Noncommunicable diseases,7.101449275362319,4.9
1442,Gambia,2015,All Causes,Injuries,2.0289855072463765,1.4
1443,Gambia,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,5.3731343283582085,3.6
1444,Gambia,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.9402985074626864,1.3
1445,Gambia,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.5970149253731343,0.4
1446,Gambia,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,3.134328358208955,2.1
1447,Gambia,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.14925373134328357,0.1
1448,Gambia,2015,Noncommunicable diseases,Malignant neoplasms,0.7462686567164178,0.5
1450,Gambia,2015,Noncommunicable diseases,Diabetes mellitus,0.4477611940298507,0.3
1451,Gambia,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.29850746268656714,0.2
1453,Gambia,2015,Noncommunicable diseases,Neurological conditions,0.29850746268656714,0.2
1454,Gambia,2015,Noncommunicable diseases,Cardiovascular diseases,3.134328358208955,2.1
1455,Gambia,2015,Noncommunicable diseases,Respiratory diseases,0.4477611940298507,0.3
1456,Gambia,2015,Noncommunicable diseases,Digestive diseases,0.7462686567164178,0.5
1459,Gambia,2015,Noncommunicable diseases,Congenital anomalies,0.5970149253731343,0.4
1461,Gambia,2015,Injuries,Unintentional injuries,1.6417910447761195,1.1
1462,Gambia,2015,Injuries,Intentional injuries,0.4477611940298507,0.3
1463,Georgia,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.6193078324225865,1.7
1464,Georgia,2015,All Causes,Noncommunicable diseases,18.469945355191257,50.7
1465,Georgia,2015,All Causes,Injuries,0.9107468123861566,2.5
1466,Georgia,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.11173184357541899,0.3
1467,Georgia,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.37243947858473,1.0
1469,Georgia,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.11173184357541899,0.3
1471,Georgia,2015,Noncommunicable diseases,Malignant neoplasms,2.495344506517691,6.7
1473,Georgia,2015,Noncommunicable diseases,Diabetes mellitus,0.6703910614525139,1.8
1474,Georgia,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.037243947858473,0.1
1475,Georgia,2015,Noncommunicable diseases,Mental and substance use disorders,0.037243947858473,0.1
1476,Georgia,2015,Noncommunicable diseases,Neurological conditions,0.819366852886406,2.2
1477,Georgia,2015,Noncommunicable diseases,Cardiovascular diseases,12.774674115456238,34.3
1478,Georgia,2015,Noncommunicable diseases,Respiratory diseases,0.5586592178770949,1.5
1479,Georgia,2015,Noncommunicable diseases,Digestive diseases,1.005586592178771,2.7
1482,Georgia,2015,Noncommunicable diseases,Congenital anomalies,0.074487895716946,0.2
1484,Georgia,2015,Injuries,Unintentional injuries,0.7076350093109869,1.9
1485,Georgia,2015,Injuries,Intentional injuries,0.22346368715083798,0.6
1486,Germany,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.0011841963612873,46.5
1487,Germany,2015,All Causes,Noncommunicable diseases,18.20863386801593,845.7
1488,Germany,2015,All Causes,Injuries,0.7901819356227796,36.7
1489,Germany,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.4694835680751173,21.0
1490,Germany,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.5007824726134584,22.4
1492,Germany,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.03129890453834115,1.4
1493,Germany,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.035770176615247035,1.6
1494,Germany,2015,Noncommunicable diseases,Malignant neoplasms,5.27833668678739,236.1
1495,Germany,2015,Noncommunicable diseases,Other neoplasms,0.1699083389224234,7.6
1496,Germany,2015,Noncommunicable diseases,Diabetes mellitus,0.38676503465235856,17.3
1497,Germany,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.22803487592219984,10.2
1498,Germany,2015,Noncommunicable diseases,Mental and substance use disorders,0.18332215515314104,8.2
1499,Germany,2015,Noncommunicable diseases,Neurological conditions,1.5247037782249049,68.2
1501,Germany,2015,Noncommunicable diseases,Cardiovascular diseases,7.918622848200312,354.2
1502,Germany,2015,Noncommunicable diseases,Respiratory diseases,1.3547954393024815,60.6
1503,Germany,2015,Noncommunicable diseases,Digestive diseases,0.92778895595797,41.5
1504,Germany,2015,Noncommunicable diseases,Skin diseases,0.03353454057679409,1.5
1505,Germany,2015,Noncommunicable diseases,Musculoskeletal diseases,0.08718980549966464,3.9
1506,Germany,2015,Noncommunicable diseases,Congenital anomalies,0.046948356807511735,2.1
1509,Germany,2015,Injuries,Unintentional injuries,0.5589090096132349,25.0
1510,Germany,2015,Injuries,Intentional injuries,0.259333780460541,11.6
1511,Ghana,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",9.637033140452393,91.6
1512,Ghana,2015,All Causes,Noncommunicable diseases,8.563913729615992,81.4
1513,Ghana,2015,All Causes,Injuries,1.799053129931615,17.1
1514,Ghana,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,5.523193096008631,51.2
1515,Ghana,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.8554476806903994,17.2
1516,Ghana,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.23732470334412087,2.2
1517,Ghana,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.0172599784250274,18.7
1518,Ghana,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.23732470334412087,2.2
1519,Ghana,2015,Noncommunicable diseases,Malignant neoplasms,1.423948220064725,13.2
1521,Ghana,2015,Noncommunicable diseases,Diabetes mellitus,0.604099244875944,5.6
1522,Ghana,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.22653721682847902,2.1
1523,Ghana,2015,Noncommunicable diseases,Mental and substance use disorders,0.075512405609493,0.7
1524,Ghana,2015,Noncommunicable diseases,Neurological conditions,0.23732470334412087,2.2
1525,Ghana,2015,Noncommunicable diseases,Cardiovascular diseases,3.5706580366774547,33.1
1526,Ghana,2015,Noncommunicable diseases,Respiratory diseases,0.604099244875944,5.6
1527,Ghana,2015,Noncommunicable diseases,Digestive diseases,1.0679611650485439,9.9
1528,Ghana,2015,Noncommunicable diseases,Skin diseases,0.021574973031283716,0.2
1530,Ghana,2015,Noncommunicable diseases,Congenital anomalies,0.4314994606256743,4.0
1531,Ghana,2015,Noncommunicable diseases,Sudden infant death syndrome,0.021574973031283716,0.2
1532,Ghana,2015,Injuries,Unintentional injuries,1.423948220064725,13.2
1533,Ghana,2015,Injuries,Intentional injuries,0.40992448759439054,3.8
1534,Greece,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.9753086419753085,12.0
1535,Greece,2015,All Causes,Noncommunicable diseases,17.366255144032923,105.5
1536,Greece,2015,All Causes,Injuries,0.6584362139917695,4.0
1537,Greece,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.7375643224699829,4.3
1538,Greece,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.2692967409948543,7.4
1540,Greece,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.03430531732418526,0.2
1542,Greece,2015,Noncommunicable diseases,Malignant neoplasms,5.3344768439108075,31.1
1543,Greece,2015,Noncommunicable diseases,Other neoplasms,0.10291595197255575,0.6
1544,Greece,2015,Noncommunicable diseases,Diabetes mellitus,0.1886792452830189,1.1
1545,Greece,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.08576329331046313,0.5
1546,Greece,2015,Noncommunicable diseases,Mental and substance use disorders,0.051457975986277875,0.3
1547,Greece,2015,Noncommunicable diseases,Neurological conditions,0.7375643224699829,4.3
1549,Greece,2015,Noncommunicable diseases,Cardiovascular diseases,8.130360205831904,47.4
1550,Greece,2015,Noncommunicable diseases,Respiratory diseases,1.9382504288164668,11.3
1551,Greece,2015,Noncommunicable diseases,Digestive diseases,0.6003430531732419,3.5
1553,Greece,2015,Noncommunicable diseases,Musculoskeletal diseases,0.03430531732418526,0.2
1554,Greece,2015,Noncommunicable diseases,Congenital anomalies,0.03430531732418526,0.2
1556,Greece,2015,Injuries,Unintentional injuries,0.5831903945111493,3.4
1557,Greece,2015,Injuries,Intentional injuries,0.10291595197255575,0.6
1558,Grenada,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",2.0,0.1
1559,Grenada,2015,All Causes,Noncommunicable diseases,16.0,0.8
1560,Grenada,2015,All Causes,Injuries,2.0,0.1
1562,Grenada,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,2.8571428571428577,0.1
1566,Grenada,2015,Noncommunicable diseases,Malignant neoplasms,5.714285714285715,0.2
1568,Grenada,2015,Noncommunicable diseases,Diabetes mellitus,2.8571428571428577,0.1
1572,Grenada,2015,Noncommunicable diseases,Cardiovascular diseases,8.571428571428571,0.3
