,Country,Year,source,target,value
439,Bhutan,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.2
440,Bhutan,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
442,Bhutan,2015,Noncommunicable diseases,Malignant neoplasms,0.4
443,Bhutan,2015,Noncommunicable diseases,Other neoplasms,0.0
444,Bhutan,2015,Noncommunicable diseases,Diabetes mellitus,0.1
445,Bhutan,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
446,Bhutan,2015,Noncommunicable diseases,Mental and substance use disorders,0.0
447,Bhutan,2015,Noncommunicable diseases,Neurological conditions,0.1
448,Bhutan,2015,Noncommunicable diseases,Sense organ diseases,0.0
449,Bhutan,2015,Noncommunicable diseases,Cardiovascular diseases,1.1
450,Bhutan,2015,Noncommunicable diseases,Respiratory diseases,0.6
451,Bhutan,2015,Noncommunicable diseases,Digestive diseases,0.3
452,Bhutan,2015,Noncommunicable diseases,Skin diseases,0.0
453,Bhutan,2015,Noncommunicable diseases,Musculoskeletal diseases,0.0
454,Bhutan,2015,Noncommunicable diseases,Congenital anomalies,0.1
455,Bhutan,2015,Noncommunicable diseases,Oral conditions,0.0
456,Bolivia (Plurinational State of),2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",16.1
457,Bolivia (Plurinational State of),2015,All Causes,Noncommunicable diseases,54.3
458,Bolivia (Plurinational State of),2015,All Causes,Injuries,6.9
460,Bolivia (Plurinational State of),2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,4.2
461,Bolivia (Plurinational State of),2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,7.2
462,Bolivia (Plurinational State of),2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.3
463,Bolivia (Plurinational State of),2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,3.4
464,Bolivia (Plurinational State of),2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,1.1
466,Bolivia (Plurinational State of),2015,Noncommunicable diseases,Malignant neoplasms,8.8
467,Bolivia (Plurinational State of),2015,Noncommunicable diseases,Other neoplasms,0.0
468,Bolivia (Plurinational State of),2015,Noncommunicable diseases,Diabetes mellitus,4.2
469,Bolivia (Plurinational State of),2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.3
470,Bolivia (Plurinational State of),2015,Noncommunicable diseases,Mental and substance use disorders,0.6
471,Bolivia (Plurinational State of),2015,Noncommunicable diseases,Neurological conditions,3.0
472,Bolivia (Plurinational State of),2015,Noncommunicable diseases,Sense organ diseases,0.0
473,Bolivia (Plurinational State of),2015,Noncommunicable diseases,Cardiovascular diseases,19.3
474,Bolivia (Plurinational State of),2015,Noncommunicable diseases,Respiratory diseases,4.6
475,Bolivia (Plurinational State of),2015,Noncommunicable diseases,Digestive diseases,6.5
476,Bolivia (Plurinational State of),2015,Noncommunicable diseases,Skin diseases,0.1
477,Bolivia (Plurinational State of),2015,Noncommunicable diseases,Musculoskeletal diseases,0.2
478,Bolivia (Plurinational State of),2015,Noncommunicable diseases,Congenital anomalies,1.2
479,Bolivia (Plurinational State of),2015,Noncommunicable diseases,Oral conditions,0.0
480,Bosnia and Herzegovina,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.7
481,Bosnia and Herzegovina,2015,All Causes,Noncommunicable diseases,34.0
482,Bosnia and Herzegovina,2015,All Causes,Injuries,1.5
484,Bosnia and Herzegovina,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.2
485,Bosnia and Herzegovina,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.4
486,Bosnia and Herzegovina,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
487,Bosnia and Herzegovina,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.1
488,Bosnia and Herzegovina,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
490,Bosnia and Herzegovina,2015,Noncommunicable diseases,Malignant neoplasms,8.1
491,Bosnia and Herzegovina,2015,Noncommunicable diseases,Other neoplasms,0.0
492,Bosnia and Herzegovina,2015,Noncommunicable diseases,Diabetes mellitus,2.3
493,Bosnia and Herzegovina,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
494,Bosnia and Herzegovina,2015,Noncommunicable diseases,Mental and substance use disorders,0.1
495,Bosnia and Herzegovina,2015,Noncommunicable diseases,Neurological conditions,1.4
496,Bosnia and Herzegovina,2015,Noncommunicable diseases,Sense organ diseases,0.0
497,Bosnia and Herzegovina,2015,Noncommunicable diseases,Cardiovascular diseases,18.6
498,Bosnia and Herzegovina,2015,Noncommunicable diseases,Respiratory diseases,1.2
499,Bosnia and Herzegovina,2015,Noncommunicable diseases,Digestive diseases,1.2
500,Bosnia and Herzegovina,2015,Noncommunicable diseases,Skin diseases,0.0
501,Bosnia and Herzegovina,2015,Noncommunicable diseases,Musculoskeletal diseases,0.0
502,Bosnia and Herzegovina,2015,Noncommunicable diseases,Congenital anomalies,0.1
503,Bosnia and Herzegovina,2015,Noncommunicable diseases,Oral conditions,0.0
504,Botswana,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",9.0
505,Botswana,2015,All Causes,Noncommunicable diseases,8.7
506,Botswana,2015,All Causes,Injuries,1.9
508,Botswana,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,6.2
509,Botswana,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.6
510,Botswana,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1
511,Botswana,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.9
512,Botswana,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.2
514,Botswana,2015,Noncommunicable diseases,Malignant neoplasms,0.9
515,Botswana,2015,Noncommunicable diseases,Other neoplasms,0.0
516,Botswana,2015,Noncommunicable diseases,Diabetes mellitus,1.1
517,Botswana,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
518,Botswana,2015,Noncommunicable diseases,Mental and substance use disorders,0.1
519,Botswana,2015,Noncommunicable diseases,Neurological conditions,0.3
520,Botswana,2015,Noncommunicable diseases,Sense organ diseases,0.0
521,Botswana,2015,Noncommunicable diseases,Cardiovascular diseases,3.8
522,Botswana,2015,Noncommunicable diseases,Respiratory diseases,0.7
523,Botswana,2015,Noncommunicable diseases,Digestive diseases,0.9
524,Botswana,2015,Noncommunicable diseases,Skin diseases,0.0
525,Botswana,2015,Noncommunicable diseases,Musculoskeletal diseases,0.0
526,Botswana,2015,Noncommunicable diseases,Congenital anomalies,0.3
527,Botswana,2015,Noncommunicable diseases,Oral conditions,0.0
528,Brazil,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",179.8
529,Brazil,2015,All Causes,Noncommunicable diseases,930.4
530,Brazil,2015,All Causes,Injuries,157.9
532,Brazil,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,60.1
533,Brazil,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,85.3
534,Brazil,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,1.8
535,Brazil,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,23.0
536,Brazil,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,9.6
538,Brazil,2015,Noncommunicable diseases,Malignant neoplasms,219.6
539,Brazil,2015,Noncommunicable diseases,Other neoplasms,4.0
540,Brazil,2015,Noncommunicable diseases,Diabetes mellitus,53.5
541,Brazil,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",15.1
542,Brazil,2015,Noncommunicable diseases,Mental and substance use disorders,9.8
543,Brazil,2015,Noncommunicable diseases,Neurological conditions,39.8
544,Brazil,2015,Noncommunicable diseases,Sense organ diseases,0.1
545,Brazil,2015,Noncommunicable diseases,Cardiovascular diseases,361.1
546,Brazil,2015,Noncommunicable diseases,Respiratory diseases,83.9
547,Brazil,2015,Noncommunicable diseases,Digestive diseases,68.3
548,Brazil,2015,Noncommunicable diseases,Skin diseases,5.4
549,Brazil,2015,Noncommunicable diseases,Musculoskeletal diseases,5.7
550,Brazil,2015,Noncommunicable diseases,Congenital anomalies,13.3
551,Brazil,2015,Noncommunicable diseases,Oral conditions,0.1
552,Brunei Darussalam,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.3
553,Brunei Darussalam,2015,All Causes,Noncommunicable diseases,1.5
554,Brunei Darussalam,2015,All Causes,Injuries,0.1
556,Brunei Darussalam,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.1
557,Brunei Darussalam,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.1
558,Brunei Darussalam,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
559,Brunei Darussalam,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.0
560,Brunei Darussalam,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
562,Brunei Darussalam,2015,Noncommunicable diseases,Malignant neoplasms,0.4
563,Brunei Darussalam,2015,Noncommunicable diseases,Other neoplasms,0.0
564,Brunei Darussalam,2015,Noncommunicable diseases,Diabetes mellitus,0.1
565,Brunei Darussalam,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
566,Brunei Darussalam,2015,Noncommunicable diseases,Mental and substance use disorders,0.0
567,Brunei Darussalam,2015,Noncommunicable diseases,Neurological conditions,0.1
568,Brunei Darussalam,2015,Noncommunicable diseases,Sense organ diseases,0.0
569,Brunei Darussalam,2015,Noncommunicable diseases,Cardiovascular diseases,0.5
570,Brunei Darussalam,2015,Noncommunicable diseases,Respiratory diseases,0.1
571,Brunei Darussalam,2015,Noncommunicable diseases,Digestive diseases,0.1
572,Brunei Darussalam,2015,Noncommunicable diseases,Skin diseases,0.0
573,Brunei Darussalam,2015,Noncommunicable diseases,Musculoskeletal diseases,0.0
574,Brunei Darussalam,2015,Noncommunicable diseases,Congenital anomalies,0.0
575,Brunei Darussalam,2015,Noncommunicable diseases,Oral conditions,0.0
576,Bulgaria,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",2.3
577,Bulgaria,2015,All Causes,Noncommunicable diseases,103.0
578,Bulgaria,2015,All Causes,Injuries,2.9
580,Bulgaria,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.7
581,Bulgaria,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.4
582,Bulgaria,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
583,Bulgaria,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.2
584,Bulgaria,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
586,Bulgaria,2015,Noncommunicable diseases,Malignant neoplasms,18.4
587,Bulgaria,2015,Noncommunicable diseases,Other neoplasms,0.1
588,Bulgaria,2015,Noncommunicable diseases,Diabetes mellitus,1.5
589,Bulgaria,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.2
590,Bulgaria,2015,Noncommunicable diseases,Mental and substance use disorders,0.2
591,Bulgaria,2015,Noncommunicable diseases,Neurological conditions,1.1
592,Bulgaria,2015,Noncommunicable diseases,Sense organ diseases,0.0
593,Bulgaria,2015,Noncommunicable diseases,Cardiovascular diseases,70.3
594,Bulgaria,2015,Noncommunicable diseases,Respiratory diseases,5.2
595,Bulgaria,2015,Noncommunicable diseases,Digestive diseases,4.0
596,Bulgaria,2015,Noncommunicable diseases,Skin diseases,0.1
597,Bulgaria,2015,Noncommunicable diseases,Musculoskeletal diseases,0.0
598,Bulgaria,2015,Noncommunicable diseases,Congenital anomalies,0.2
599,Bulgaria,2015,Noncommunicable diseases,Oral conditions,0.0
600,Burkina Faso,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",87.8
601,Burkina Faso,2015,All Causes,Noncommunicable diseases,49.1
602,Burkina Faso,2015,All Causes,Injuries,15.1
604,Burkina Faso,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,47.5
605,Burkina Faso,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,16.6
606,Burkina Faso,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,1.5
607,Burkina Faso,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,18.8
608,Burkina Faso,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,3.3
610,Burkina Faso,2015,Noncommunicable diseases,Malignant neoplasms,7.9
611,Burkina Faso,2015,Noncommunicable diseases,Other neoplasms,0.0
612,Burkina Faso,2015,Noncommunicable diseases,Diabetes mellitus,2.4
613,Burkina Faso,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",4.8
614,Burkina Faso,2015,Noncommunicable diseases,Mental and substance use disorders,0.3
615,Burkina Faso,2015,Noncommunicable diseases,Neurological conditions,1.5
616,Burkina Faso,2015,Noncommunicable diseases,Sense organ diseases,0.0
617,Burkina Faso,2015,Noncommunicable diseases,Cardiovascular diseases,17.9
618,Burkina Faso,2015,Noncommunicable diseases,Respiratory diseases,2.2
619,Burkina Faso,2015,Noncommunicable diseases,Digestive diseases,5.2
620,Burkina Faso,2015,Noncommunicable diseases,Skin diseases,0.2
621,Burkina Faso,2015,Noncommunicable diseases,Musculoskeletal diseases,0.1
622,Burkina Faso,2015,Noncommunicable diseases,Congenital anomalies,3.5
623,Burkina Faso,2015,Noncommunicable diseases,Oral conditions,0.0
624,Burundi,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",41.4
625,Burundi,2015,All Causes,Noncommunicable diseases,25.5
626,Burundi,2015,All Causes,Injuries,9.1
628,Burundi,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,20.0
629,Burundi,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,8.0
630,Burundi,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,1.6
631,Burundi,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,8.9
632,Burundi,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,2.8
634,Burundi,2015,Noncommunicable diseases,Malignant neoplasms,5.6
635,Burundi,2015,Noncommunicable diseases,Other neoplasms,0.0
636,Burundi,2015,Noncommunicable diseases,Diabetes mellitus,1.2
637,Burundi,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.3
638,Burundi,2015,Noncommunicable diseases,Mental and substance use disorders,0.1
639,Burundi,2015,Noncommunicable diseases,Neurological conditions,0.7
640,Burundi,2015,Noncommunicable diseases,Sense organ diseases,0.0
641,Burundi,2015,Noncommunicable diseases,Cardiovascular diseases,9.2
642,Burundi,2015,Noncommunicable diseases,Respiratory diseases,2.1
643,Burundi,2015,Noncommunicable diseases,Digestive diseases,3.0
644,Burundi,2015,Noncommunicable diseases,Skin diseases,0.1
645,Burundi,2015,Noncommunicable diseases,Musculoskeletal diseases,0.0
646,Burundi,2015,Noncommunicable diseases,Congenital anomalies,1.8
647,Burundi,2015,Noncommunicable diseases,Oral conditions,0.0
648,Cabo Verde,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.4
649,Cabo Verde,2015,All Causes,Noncommunicable diseases,1.6
650,Cabo Verde,2015,All Causes,Injuries,0.4
